95,503.93,0.06698918342590332,110,108,-4.5048237,36.7062745,-4.5188248,36.7061282,-4.505761622256065,36.70626469948247
96,243.12,0.6357072591781616,87,86,-4.4411373,36.712149,-4.444871,36.7097493,-4.443510840193594,36.71062349329015
97,503.93,0.3767104148864746,86,54,-4.444871,36.7097493,-4.4489694,36.7071862,-4.44641490996437,36.708783753535606
98,338.7,0.6361269950866699,54,55,-4.4489694,36.7071862,-4.4543123,36.7045112,-4.452368162922048,36.70548456028814
99,503.93,0.2127079963684082,55,115,-4.4543123,36.7045112,-4.4595131,36.7021478,-4.4554185517475124,36.704008485921385
100,243.12,0.0,54,28,-4.4489694,36.7071862,-4.4457614,36.7026704,-4.4489694,36.7071862
101,243.12,0.0,113,55,-4.4554281,36.7095945,-4.4543123,36.7045112,-4.4554281,36.7095945
102,243.12,0.39308083057403564,116,57,-4.4263744,36.7157613,-4.4297433,36.7159935,-4.427698650010121,36.715852573368856
105,243.12,0.1383880376815796,21,58,-4.4431221,36.7160881,-4.4426501,36.7147464,-4.443056780846215,36.715902424769844
106,503.93,0.1788346767425537,58,87,-4.4426501,36.7147464,-4.4411373,36.712149,-4.442379558901024,36.71428189481063
107,243.12,0.9269975423812866,117,59,-4.4256556,36.7267431,-4.4268411,36.726799,-4.426754555586493,36.72679491916262
109,338.7,0.7976844310760498,42,61,-4.4251084,36.7329858,-4.4265997,36.7329773,-4.426297986792063,36.73297901968234
110,243.12,0.4025942087173462,118,119,-4.4326401,36.7214459,-4.4322807,36.7237549,-4.432495407641387,36.72237549002793
112,243.12,0.18093478679656982,31,62,-4.4464374,36.6842517,-4.4528103,36.6869533,-4.447590479302776,36.68474051342001
113,503.93,0.12897825241088867,62,51,-4.4528103,36.6869533,-4.4571555,36.6909452,-4.453370736302376,36.6874681682858
115,338.7,0.0,91,90,-4.4321787,36.7140412,-4.436481,36.7159075,-4.4321787,36.7140412
116,503.93,0.4243128299713135,57,91,-4.4297433,36.7159935,-4.4321787,36.7140412,-4.430776671466112,36.715165114062046
118,338.7,0.32669663429260254,27,18,-4.4299471,36.7111255,-4.4277692,36.7096806,-4.429235587400174,36.710653456033114
120,338.7,0.3650171756744385,63,65,-4.3798327,36.7214459,-4.3798596,36.7219447,-4.379842518962025,36.721627970567226
121,503.93,0.0,82,97,-4.4487333,36.7225466,-4.4549561,36.7239913,-4.4487333,36.7225466
122,503.93,0.5963020324707031,24,118,-4.4402468,36.7215491,-4.4326401,36.7214459,-4.435710909329606,36.72148756163025
123,338.7,0.02259039878845215,117,106,-4.4256556,36.7267431,-4.4253337,36.7298215,-4.42564832815063,36.72681264228363
124,338.7,0.2742459774017334,117,80,-4.4256556,36.7267431,-4.4252372,36.7213169,-4.425540855483055,36.725254986477424
