0,503.93,0.3695793151855469,94,1,-4.359169,36.7210675,-4.3662715,36.722237,-4.361793937086105,36.72149972300911
1,338.7,0.19062304496765137,1,2,-4.3662715,36.722237,-4.3737602,36.7224434,-4.367699018796849,36.72227634459648
2,503.93,0.0,2,65,-4.3737602,36.7224434,-4.3798596,36.7219447,-4.3737602,36.7224434
3,503.93,0.08995389938354492,65,3,-4.3798596,36.7219447,-4.3853259,36.7214975,-4.3803513150002,36.721904472616195
4,243.12,0.9007295370101929,64,63,-4.366293,36.7199323,-4.3798327,36.7214459,-4.3784886077122565,36.72129564422722
5,338.7,0.8352363109588623,63,3,-4.3798327,36.7214459,-4.3853259,36.7214975,-4.384420820103359,36.72148899819364
6,503.93,0.48397064208984375,3,4,-4.3853259,36.7214975,-4.392643,36.7229594,-4.388867161585235,36.72220501668167
7,503.93,0.0,4,5,-4.392643,36.7229594,-4.4016981,36.7210331,-4.392643,36.7229594
8,503.93,0.025713443756103516,5,78,-4.4016981,36.7210331,-4.4066763,36.7196743,-4.401826106665706,36.72099816057263
9,338.7,0.0,78,79,-4.4066763,36.7196743,-4.4119119,36.7197087,-4.4066763,36.7196743
10,338.7,0.11457633972167969,79,16,-4.4119119,36.7197087,-4.4204307,36.7168707,-4.412887952922821,36.71938353234787
11,338.7,0.8357784748077393,6,7,-4.4073522,36.7210138,-4.4118878,36.7210159,-4.4111429568503375,36.7210155551348
12,338.7,0.0,7,10,-4.4118878,36.7210159,-4.4134998,36.7213943,-4.4118878,36.7210159
13,338.7,0.30585503578186035,6,78,-4.4073522,36.7210138,-4.4066763,36.7196743,-4.407145472581315,36.72060410717957
14,243.12,0.3798938989639282,8,95,-4.4170189,36.7226498,-4.4154954,36.7246449,-4.416440131644928,36.723407726317824
15,503.93,0.3994715213775635,95,9,-4.4154954,36.7246449,-4.4139504,36.7268463,-4.4148782164994715,36.72552429660716
16,503.93,0.0,7,8,-4.4118878,36.7210159,-4.4170189,36.7226498,-4.4118878,36.7210159
17,503.93,0.09728813171386719,8,12,-4.4170189,36.7226498,-4.4207525,36.7243698,-4.417382134968567,36.722817135586546
19,338.7,0.4323751926422119,7,13,-4.4118878,36.7210159,-4.4210744,36.7181177,-4.415859857944727,36.719762790216684
20,338.7,0.0,13,14,-4.4210744,36.7181177,-4.4251513,36.7171287,-4.4210744,36.7181177
21,338.7,0.45691609382629395,14,15,-4.4251513,36.7171287,-4.4245398,36.7147894,-4.424871895808625,36.716059836181714
22,503.93,0.13567876815795898,15,81,-4.4245398,36.7147894,-4.4239283,36.7133101,-4.424456832433271,36.714588690398266
23,338.7,0.6578848361968994,79,16,-4.4119119,36.7197087,-4.4204307,36.7168707,-4.417516289342594,36.717841622834875
24,243.12,0.876476526260376,16,81,-4.4204307,36.7168707,-4.4239283,36.7133101,-4.423496264298248,36.7137499176806
25,243.12,0.0,81,17,-4.4239283,36.7133101,-4.4260204,36.7111857,-4.4239283,36.7133101
26,338.7,0.5447843074798584,17,18,-4.4260204,36.7111857,-4.4277692,36.7096806,-4.426973118796921,36.71036574513881
27,338.7,0.23323702812194824,18,19,-4.4277692,36.7096806,-4.4331872,36.7029973,-4.429032878218365,36.70812180696995
28,243.12,0.6631802320480347,19,30,-4.4331872,36.7029973,-4.436084,36.7003479,-4.435108300496196,36.70124027029321
29,503.93,0.0,14,20,-4.4251513,36.7171287,-4.4297862,36.7169911,-4.4251513,36.7171287
30,243.12,0.7761688232421875,20,84,-4.4297862,36.7169911,-4.4366741,36.7172147,-4.43513237323761,36.717164651348874
31,243.12,0.47505009174346924,84,21,-4.4366741,36.7172147,-4.4431221,36.7160881,-4.439737222991562,36.71667950856664
32,243.12,0.203588604927063,21,53,-4.4431221,36.7160881,-4.4481754,36.71516780000001,-4.444150894297278,36.71590073740689
33,338.7,0.7631804943084717,22,23,-4.4368618,36.718208,-4.4447422,36.7187111,-4.442875967567349,36.718591956106685
34,243.12,0.5650086402893066,23,83,-4.4447422,36.7187111,-4.4490123,36.7190207,-4.447154843394899,36.71888602667504
35,338.7,0.0,22,84,-4.4368618,36.718208,-4.4366741,36.7172147,-4.4368618,36.718208
36,338.7,0.6317245960235596,24,25,-4.4402468,36.7215491,-4.4454718,36.7218415,-4.443547561014223,36.72173381627187
37,338.7,0.2683398723602295,25,82,-4.4454718,36.7218415,-4.4487333,36.7225466,-4.446346990493703,36.722030706444
38,338.7,0.0,26,85,-4.4306446,36.7115556,-4.4377363,36.7060508,-4.4306446,36.7115556
39,503.93,0.496326208114624,85,52,-4.4377363,36.7060508,-4.4406438,36.7037542,-4.439179368450094,36.704910937230444
40,338.7,0.7780160903930664,52,96,-4.4406438,36.7037542,-4.4449353,36.7004425,-4.443982656051922,36.70117764411344
41,243.12,0.5741479396820068,27,98,-4.4299471,36.7111255,-4.4367277,36.7050831,-4.433840167519808,36.707656268489266
43,338.7,0.2623116970062256,52,28,-4.4406438,36.7037542,-4.4457614,36.7026704,-4.441986206340599,36.70346990658278
44,503.93,0.3364732265472412,28,29,-4.4457614,36.7026704,-4.4524348,36.7000296,-4.448006820430041,36.70178184150333
46,338.7,0.6906561851501465,29,50,-4.4524348,36.7000296,-4.4483042,36.697922,-4.449581975561618,36.698573973024175
47,338.7,0.0,50,46,-4.4483042,36.697922,-4.4430256,36.6953929,-4.4483042,36.697922
48,338.7,0.9845540523529053,30,45,-4.436084,36.7003479,-4.4388306,36.7017328,-4.438788176160193,36.70171140890711
49,338.7,0.3873291015625,19,98,-4.4331872,36.7029973,-4.4367277,36.7050831,-4.434558538684082,36.70380519104004
50,338.7,0.9415185451507568,98,85,-4.4367277,36.7050831,-4.4377363,36.7060508,-4.437677315604639,36.70599420749614
51,338.7,0.4602034091949463,30,120,-4.436084,36.7003479,-4.4612217,36.6877534,-4.44765245523932,36.69455186816289
52,338.7,0.5854635238647461,49,31,-4.443208,36.6896375,-4.4464374,36.6842517,-4.445098695903969,36.68648431055317
53,338.7,0.7725076675415039,31,100,-4.4464374,36.6842517,-4.4485831,36.6803282,-4.448094969702243,36.6812207661664
54,338.7,0.9860906600952148,101,32,-4.4262296,36.717806,-4.4295179,36.7180317,-4.429472161917591,36.71802856066198
55,243.12,0.0,32,33,-4.4295179,36.7180317,-4.4326723,36.719498,-4.4295179,36.7180317
56,243.12,0.9576090574264526,33,22,-4.4326723,36.719498,-4.4368618,36.718208,-4.436684203146088,36.71826268431592
57,338.7,0.8591477870941162,34,38,-4.4340456,36.7298387,-4.4335091,36.736279,-4.433584667212224,36.73537186949323
58,338.7,0.03518223762512207,35,34,-4.4349414,36.7269151,-4.4340456,36.7298387,-4.434909883751535,36.72701795878992
59,503.93,0.0,36,104,-4.4352633,36.725995,-4.4398284,36.7268463,-4.4352633,36.725995
60,503.93,0.06538224220275879,104,103,-4.4398284,36.7268463,-4.4452572,36.7287381,-4.44018334711647,36.726969990125795
61,338.7,0.6596593856811523,35,37,-4.4349414,36.7269151,-4.4386804,36.7275772,-4.437407866443062,36.72735186047926
62,503.93,0.34386324882507324,37,102,-4.4386804,36.7275772,-4.4442916,36.729426,-4.440609885461807,36.728212934374426
63,338.7,0.6862785816192627,40,38,-4.4246256,36.7374655,-4.4335091,36.736279,-4.430722155779815,36.73665123046291
64,338.7,0.7333319187164307,38,105,-4.4335091,36.736279,-4.4404507,36.7323839,-4.438599596846962,36.73342259884341
65,338.7,0.4794118404388428,105,102,-4.4404507,36.7323839,-4.4442916,36.729426,-4.442292072937942,36.730965847717165
66,503.93,0.1463160514831543,102,103,-4.4442916,36.729426,-4.4452572,36.7287381,-4.444432882779312,36.72932534918818
67,338.7,0.461040735244751,39,97,-4.4490016,36.7270871,-4.4549561,36.7239913,-4.451746867058015,36.72565981009183
68,338.7,0.5992166996002197,106,42,-4.4253337,36.7298215,-4.4251084,36.7329858,-4.4251986964775805,36.73171760140254
69,503.93,0.17819595336914062,42,40,-4.4251084,36.7329858,-4.4246256,36.7374655,-4.425022366993713,36.73378406441231
70,243.12,0.6193958520889282,93,41,-4.4173085,36.7390905,-4.420731,36.7373108,-4.419428382303774,36.73798816120204
71,503.93,0.0,41,40,-4.420731,36.7373108,-4.4246256,36.7374655,-4.420731,36.7373108
72,503.93,0.17480754852294922,44,43,-4.4230056,36.7432775,-4.4240463,36.7495446,-4.4231875222157475,36.744373036387344
73,503.93,0.3696470260620117,40,44,-4.4246256,36.7374655,-4.4230056,36.7432775,-4.424026771817779,36.73961388851547
74,503.93,0.012145042419433594,45,46,-4.4388306,36.7017328,-4.4430256,36.6953929,-4.43888154845295,36.701655801645565
75,503.93,0.4037778377532959,46,47,-4.4430256,36.6953929,-4.4470274,36.6908162,-4.4446414381511214,36.69354492996995
76,338.7,0.1324012279510498,48,47,-4.4499779,36.6918657,-4.4470274,36.6908162,-4.449587250176931,36.691726744911264
77,243.12,0.8983763456344604,48,77,-4.4499779,36.6918657,-4.4539475,36.6932852,-4.4535440947416305,36.69314094522262
78,338.7,0.0,47,49,-4.4470274,36.6908162,-4.443208,36.6896375,-4.4470274,36.6908162
79,503.93,0.0,96,50,-4.4449353,36.7004425,-4.4483042,36.697922,-4.4449353,36.7004425
80,338.7,0.11489605903625488,50,77,-4.4483042,36.697922,-4.4539475,36.6932852,-4.44895259292996,36.69738924995346
81,338.7,0.573218584060669,77,51,-4.4539475,36.6932852,-4.4571555,36.6909452,-4.4557863852176665,36.6919438685133
82,503.93,0.09720659255981445,51,120,-4.4571555,36.6909452,-4.4612217,36.6877534,-4.457550761446667,36.69063493599787
85,243.12,0.839869499206543,86,107,-4.444871,36.7097493,-4.4458151,36.7113835,-4.445663920794201,36.7111218147356
86,338.7,0.21790361404418945,107,53,-4.4458151,36.7113835,-4.4481754,36.71516780000001,-4.446329417900229,36.71220811264663
87,338.7,0.0,89,88,-4.4385409,36.7109191,-4.4441199,36.7087172,-4.4385409,36.7109191
88,338.7,0.983572244644165,87,107,-4.4411373,36.712149,-4.4458151,36.7113835,-4.445738254245996,36.71139607544672
89,503.93,0.519458532333374,107,113,-4.4458151,36.7113835,-4.4554281,36.7095945,-4.45080865487132,36.71045418868565
90,338.7,0.8432044982910156,113,114,-4.4554281,36.7095945,-4.4653845,36.7067217,-4.463823381266785,36.707172142117315
91,338.7,0.39296412467956543,114,112,-4.4653845,36.7067217,-4.4715858,36.7069282,-4.467821388426375,36.70680284709175
92,503.93,0.5510363578796387,112,111,-4.4715858,36.7069282,-4.4821644,36.7083904,-4.477414993215466,36.70773392536249
93,503.93,0.5119307041168213,111,109,-4.4821644,36.7083904,-4.492979,36.7079947,-4.487700725792742,36.70818782902038
94,338.7,0.8566772937774658,109,110,-4.492979,36.7079947,-4.5048237,36.7062745,-4.503126085541606,36.70652104371924
