3.5009751,3.806692,3.2287166,3.1671612,3.3050215,0,0,3.1474757,0,3.3624008,0,0,0,0,0,0,0,0,0,3.215936,3.6301923,3.7911975,3.332332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3278034,3.7814624,3.3460963,3.0101159,0,0,0,0,0,3.887521,3.9191937,0,3.9302135,3.1092646,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1324575,3.0592444,3.5936706,3.0084398,3.5996928,3.6109056,3.1027308,0,0,3.703413,0,0,3.8804414,3.9389098,3.2572396,0,3.2347772,3.418653,0,3.0548375,3.5674384,3.2947426,3.8976994,3.4842288,3.1485908,0,3.6059456,3.1136823,0,3.1747935,0,3.821033,0,3.3943012,3.424105,3.5325038,0,0,0,0,0,3.6416085,3.1380947,0,3.138057
3.5009751,1.8066919,3.2287166,1.1671612,0,0,0,1.1474757,0,0,0,0,0,0,0,0,0,0,0,0,3.6301923,0,3.332332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3278034,3.7814624,0,3.0101159,0,0,0,0,0,0,0,0,3.9302135,3.1092646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5936706,1.0084398,2.5996928,0,0,0,0,0,0,0,3.8804414,0,0,0,0,0,0,0,3.5674384,0,0,0,0,0,3.6059456,0,0,0,0,0,0,1.3943013,3.424105,3.5325038,0,0,0,0,0,3.6416085,0,0,0
3.4432013,3.8423507,3.7474926,3.647423,3.4101555,0,0,3.203703,0,3.8527868,0,0,0,0,0,0,0,0,0,3.9696722,3.3083498,0,3.827482,0,0,0,0,0,0,0,0,0,3.5200515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.874205,3.9058757,3.7097228,3.0221574,0,0,0,0,0,3.068328,3.4063857,3.868685,3.6173258,0,0,0,0,0,3.97264,0,0,0,0,0,0,0,0,3.4520226,0,3.2113855,3.6727202,3.5120647,3.2672012,3.6651785,3.6758072,0,3.173964,0,3.090092,3.0983763,0,3.6621532,3.4773684,3.6363463,3.12298,0,0,3.983852,3.9326072,3.7353754,3.2822273,3.2506711,3.4883766,3.8334384,3.8429313,0,3.221186,0,3.6248865,0,3.9452882,3.5319097,0,0,0,0,0,0,0,3.216844,0,3.301468
3.4432013,1.8423507,2.7474926,3.647423,3.4101555,0,0,3.203703,0,0,0,0,0,0,0,0,0,0,0,1.9696723,1.3083498,0,1.8274821,0,0,0,0,0,0,0,0,0,3.5200515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.874205,3.9058757,3.7097228,3.0221574,0,0,0,0,0,0,0,0,3.6173258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4520226,0,1.2113855,3.6727202,2.5120647,1.2672013,3.6651785,0,0,0,0,3.090092,2.0983763,0,0,0,0,1.1229802,0,0,0,0,1.7353755,1.2822273,3.2506711,3.4883766,0,3.8429313,0,0,0,0,0,3.9452882,3.5319097,0,0,0,0,0,0,0,2.216844,0,2.301468
3.8230517,3.323526,0,3.550433,3.9529817,3.4801755,0,3.9981859,0,3.5328326,0,0,0,0,0,0,0,3.227614,0,3.7390575,3.435379,3.4616716,3.016641,0,0,0,0,0,3.9344687,0,3.1876712,0,3.0120895,3.983314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3049352,3.785691,3.0998871,0,0,3.589254,0,0,3.285635,3.6490555,0,3.977193,0,0,0,0,0,0,0,0,0,0,3.9059143,0,0,0,3.8298323,3.55771,3.0020256,3.4386475,3.3606162,3.657786,3.3356285,0,0,0,0,0,3.9056563,3.7667,3.3903244,0,3.2729597,3.541593,0,0,3.342971,3.6166286,3.881773,3.0198324,3.8086128,0,3.574304,3.76554,0,3.1506429,0,0,0,3.0567493,3.0055046,3.157747,0,0,0,0,0,0,3.5182495,0,3.2494276
3.8230517,3.323526,0,3.550433,2.9529817,1.4801754,0,2.9981859,0,1.5328326,0,0,0,0,0,0,0,1.2276139,0,1.7390577,2.435379,3.4616716,3.016641,0,0,0,0,0,2.9344687,0,3.1876712,0,0,2.983314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3049352,2.785691,3.0998871,0,0,1.5892538,0,0,0,3.6490555,0,3.977193,0,0,0,0,0,0,0,0,0,0,3.9059143,0,0,0,0,3.55771,3.0020256,3.4386475,3.3606162,3.657786,3.3356285,0,0,0,0,0,3.9056563,1.7667,2.3903244,0,3.2729597,1.541593,0,0,3.342971,3.6166286,3.881773,3.0198324,3.8086128,0,3.574304,3.76554,0,0,0,0,0,1.0567493,3.0055046,0,0,0,0,0,0,0,3.5182495,0,3.2494276
3.6541846,3.8376486,3.0311534,3.459149,3.6444771,0,3.8141894,3.4988678,3.7118719,3.3009887,0,3.8347898,0,0,0,0,0,0,0,0,3.764099,3.2063496,3.0966547,0,0,0,0,0,0,0,3.3589628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1534252,3.498884,3.01914,0,0,0,0,0,3.4369395,3.6489117,0,3.2265031,0,0,0,3.0527906,0,0,0,0,0,0,0,0,0,0,3.6099064,0,3.691835,3.4743686,3.9827287,3.6044185,3.7493894,3.8763163,0,0,0,0,3.4277236,0,3.2550054,0,3.7715526,3.8457634,0,3.0503688,0,3.5789673,3.1798432,3.951385,3.1921782,3.6408231,3.7599568,3.1504402,3.246916,3.304671,3.9939446,0,0,3.003781,3.801514,0,0,0,0,3.5106752,0,0,0,3.9001424,3.5971143
1.6541847,1.8376487,0,3.459149,0,0,1.8141894,3.4988678,0,3.3009887,0,0,0,0,0,0,0,0,0,0,3.764099,0,3.0966547,0,0,0,0,0,0,0,2.3589628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1534252,0,3.01914,0,0,0,0,0,0,3.6489117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4743686,0,0,0,3.8763163,0,0,0,0,0,0,0,0,0,0,0,3.0503688,0,3.5789673,0,0,3.1921782,0,0,0,3.246916,0,0,0,0,0,3.801514,0,0,0,0,3.5106752,0,0,0,3.9001424,0
3.4912405,3.7838063,3.8110075,3.0623264,3.8900194,0,0,3.86463,3.6434238,3.2123132,0,0,0,0,0,0,0,0,0,3.1679032,3.309878,0,3.62891,0,0,0,0,0,0,0,3.1130419,0,3.0729768,3.9373522,0,0,0,0,0,0,0,3.687709,0,0,0,0,0,0,3.4543097,3.3987849,3.1893373,0,0,0,0,0,3.0879407,3.4751408,0,3.548555,0,0,0,0,0,0,0,0,0,0,3.6619458,0,0,0,3.9264698,0,3.915901,3.8870828,3.220851,3.8034694,3.8230197,3.9007292,0,0,0,0,3.9995265,3.2990067,3.744265,0,3.81685,0,3.3387043,0,3.9325361,3.8310637,3.5434515,3.1061318,3.3093288,0,3.4927204,3.7634196,0,3.4182456,3.1996157,0,3.887074,3.1884882,3.4938886,3.1989305,0,0,0,0,0,0,0,0,3.8738248
3.4912405,1.7838063,3.8110075,3.0623264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1679032,1.3098781,0,1.6289101,0,0,0,0,0,0,0,0,0,1.0729767,1.9373523,0,0,0,0,0,0,0,3.687709,0,0,0,0,0,0,3.4543097,0,1.1893373,0,0,0,0,0,3.0879407,3.4751408,0,3.548555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.915901,3.8870828,3.220851,3.8034694,1.8230197,0,0,0,0,0,0,3.2990067,0,0,0,0,0,0,0,0,0,1.1061319,3.3093288,0,3.4927204,3.7634196,0,1.4182454,0,0,3.887074,3.1884882,3.4938886,3.1989305,0,0,0,0,0,0,0,0,0
3.1013644,3.9433103,0,3.9691303,3.8401785,0,0,3.4491668,3.055308,3.2046514,0,0,0,0,0,0,0,0,0,3.8802817,3.4224787,3.6376834,3.4339557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4078436,0,0,0,3.257983,0,0,0,0,0,0,3.936651,3.883432,3.5212462,0,0,0,0,0,3.5073168,3.6561306,0,3.1729963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8320522,0,3.7508202,3.1432233,3.5551248,3.2204897,3.8919687,3.6346676,0,3.3426178,0,3.9355037,3.1743324,0,3.9982963,0,3.9608293,0,0,3.7452092,3.7150624,3.3019128,3.281487,3.6780105,3.345716,3.949529,3.713882,3.2316542,3.1025834,3.371361,0,3.0509865,0,3.534619,3.4208696,3.5914013,0,0,0,3.3048651,0,0,0,0,3.9473712
